"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Smim6",3.51183088358874e-93,1.06931313181991,0.668,0.048,9.83242410787176e-89,"AT2","Smim6"
"Lyz21",3.56383863387772e-92,1.11116854242617,0.999,0.901,9.97803540713084e-88,"AT2","Lyz2"
"Mettl7a1",9.07793706622566e-92,1.08281110716126,0.802,0.145,2.54164081980186e-87,"AT2","Mettl7a1"
"Vamp81",3.78150675010238e-90,0.927089740346777,0.978,0.635,1.05874625989367e-85,"AT2","Vamp8"
"Mme",8.56263902056959e-90,1.09421814427943,0.653,0.025,2.39736767297907e-85,"AT2","Mme"
"Kcnj15",7.63391752538655e-87,1.08676887620354,0.644,0.04,2.13734422875773e-82,"AT2","Kcnj15"
"Cd631",1.26702493836469e-85,0.940708022693535,0.92,0.271,3.54741642243347e-81,"AT2","Cd63"
"H2afj1",6.90547505270699e-84,0.949077927001154,0.975,0.652,1.9333949052569e-79,"AT2","H2afj"
"Selenbp1",9.40557816155975e-84,1.07534853281247,0.738,0.12,2.6333737736735e-79,"AT2","Selenbp1"
"Fgfr2",1.27643625153346e-83,1.06068718790525,0.626,0.04,3.57376621704339e-79,"AT2","Fgfr2"
"Adgrf5",7.44359806440814e-83,0.788764750332885,0.791,0.124,2.08405858607299e-78,"AT2","Adgrf5"
"Cadm1",2.22534444685796e-82,0.894048512635464,0.63,0.076,6.23051938231291e-78,"AT2","Cadm1"
"Tmem243",3.63390176105681e-82,0.955717854539691,0.728,0.137,1.01741981506069e-77,"AT2","Tmem243"
"Apoc1",4.22803411688612e-82,1.46720668708445,0.644,0.065,1.18376499204578e-77,"AT2","Apoc1"
"Enpep",5.04790763768143e-80,0.95660373831669,0.589,0.024,1.41331318039805e-75,"AT2","Enpep"
"Bex2",2.01957861917068e-79,1.46912321807255,0.569,0.027,5.65441621795406e-75,"AT2","Bex2"
"Ang",7.84690684290131e-79,1.02455509821541,0.644,0.071,2.19697697787551e-74,"AT2","Ang"
"Mecom",3.00396263036233e-78,0.920344622848049,0.63,0.064,8.41049457248846e-74,"AT2","Mecom"
"Smim22",6.25768225478037e-78,0.869164259426001,0.615,0.061,1.75202587769341e-73,"AT2","Smim22"
"Tspan11",1.17811710125028e-77,0.924651997817661,0.562,0.029,3.29849226008052e-73,"AT2","Tspan11"
"Slc12a2",1.29206644375041e-77,1.02159560676779,0.647,0.068,3.61752762921239e-73,"AT2","Slc12a2"
"Cat",5.23568829624653e-77,0.94579900210093,0.802,0.234,1.4658880091831e-72,"AT2","Cat"
"Scp2",6.80048752880126e-77,0.88905084771137,0.948,0.602,1.90400049831378e-72,"AT2","Scp2"
"Rgcc",9.66874757121746e-77,1.11411394471031,0.702,0.132,2.70705594498946e-72,"AT2","Rgcc"
"Cdh1",1.31204865766404e-76,0.900801275759009,0.7,0.11,3.67347383172779e-72,"AT2","Cdh1"
"Mlc1",2.48404794425482e-76,0.941970114976501,0.591,0.017,6.95483743432465e-72,"AT2","Mlc1"
"Nupr1",5.48739155752066e-76,1.06066987944785,0.814,0.265,1.53635988827463e-71,"AT2","Nupr1"
"Emp2",8.86213773729595e-76,0.581242379067363,0.7,0.117,2.48122132368812e-71,"AT2","Emp2"
"Tpm1",1.22028968035628e-75,0.92263508299556,0.734,0.132,3.41656704706151e-71,"AT2","Tpm1"
"Lrp2",2.99090179464491e-74,0.933510985213325,0.519,0.022,8.37392684464682e-70,"AT2","Lrp2"
"Exosc7",3.94975759260038e-74,0.890865786163852,0.654,0.104,1.10585313077625e-69,"AT2","Exosc7"
"mt-Nd41",4.75036461571929e-74,0.635833293227845,0.999,0.954,1.33000708510909e-69,"AT2","mt-Nd4"
"Slc39a8",5.13896994011063e-74,0.933689683021428,0.609,0.035,1.43880880383218e-69,"AT2","Slc39a8"
"Cox6a2",2.40398417098227e-72,1.12119344500248,0.608,0.03,6.73067488191616e-68,"AT2","Cox6a2"
"Ccdc141",3.82510390324946e-72,0.89395293103092,0.54,0.028,1.07095259083178e-67,"AT2","Ccdc141"
"Snx25",1.83044695935462e-71,0.913328346341315,0.586,0.048,5.12488539680107e-67,"AT2","Snx25"
"Slco4c1",4.503199947321e-71,0.878841468025654,0.547,0.024,1.26080592125093e-66,"AT2","Slco4c1"
"Cd200",2.58509055820512e-69,0.756572430553746,0.711,0.161,7.23773654486269e-65,"AT2","Cd200"
"Rbpjl",2.63615361076175e-69,0.844244813120324,0.515,0.017,7.38070287941074e-65,"AT2","Rbpjl"
"Acoxl",6.58868149628059e-69,0.914030877678575,0.519,0.015,1.84469904532864e-64,"AT2","Acoxl"
"Ppic",9.51895708805942e-69,0.827019162108034,0.577,0.058,2.66511760551488e-64,"AT2","Ppic"
"Me1",1.81733676491722e-68,0.887591445797344,0.536,0.042,5.08817947441524e-64,"AT2","Me1"
"Irx3",1.8599704026541e-68,0.850356499006295,0.552,0.041,5.20754513335095e-64,"AT2","Irx3"
"Gas6",4.21258258830035e-68,0.838550138900081,0.635,0.083,1.17943887307233e-63,"AT2","Gas6"
"Adk",9.09771667785496e-68,0.882689669684585,0.645,0.099,2.54717871546583e-63,"AT2","Adk"
"Map1lc3a",4.14101135068126e-66,0.881878324674084,0.8,0.231,1.15940035796374e-61,"AT2","Map1lc3a"
"Gpx4",5.83594267816129e-66,0.682022516441944,0.981,0.721,1.6339472310316e-61,"AT2","Gpx4"
"Ngfrap1",9.21009071696596e-66,0.890895681259477,0.681,0.132,2.57864119893613e-61,"AT2","Ngfrap1"
"Stmn1",2.0003211090407e-65,0.85830490930139,0.683,0.139,5.60049904109214e-61,"AT2","Stmn1"
"mt-Cytb1",3.15947938545975e-65,0.578443953641217,0.999,0.966,8.84591038341021e-61,"AT2","mt-Cytb"
"Ctnnb11",1.99569978040119e-63,0.856620088481868,0.853,0.362,5.58756024516726e-59,"AT2","Ctnnb1"
"Hmgn1",8.38935320509921e-63,0.735849333815651,0.819,0.332,2.34885111036368e-58,"AT2","Hmgn1"
"Crip2",2.0338340686264e-62,0.51745828257487,0.728,0.173,5.69432862534021e-58,"AT2","Crip2"
"mt-Nd4l1",4.47541867470805e-62,0.748726693917665,0.95,0.546,1.25302772054476e-57,"AT2","mt-Nd4l"
"Irx2",7.00260925880078e-62,0.841456366966941,0.524,0.036,1.96059054027904e-57,"AT2","Irx2"
"Phldb2",5.58139201724637e-61,0.806576523270358,0.533,0.049,1.56267813698864e-56,"AT2","Phldb2"
"Avpi1",5.67707705843531e-61,0.876831631953842,0.672,0.129,1.58946803482072e-56,"AT2","Avpi1"
"Epcam",1.6116189010619e-60,0.713823994190972,0.583,0.103,4.51221059919312e-56,"AT2","Epcam"
"Epas1",2.87297352549247e-60,0.514174582902165,0.725,0.181,8.04375127667383e-56,"AT2","Epas1"
"Rasl11a",4.30939977548841e-60,0.930435089843986,0.532,0.048,1.20654574914125e-55,"AT2","Rasl11a"
"Mal2",5.38701276686447e-60,0.806662681797502,0.538,0.054,1.50825583446671e-55,"AT2","Mal2"
"mt-Co1",1.99828856163298e-59,0.491302101754455,0.999,0.995,5.59480831486003e-55,"AT2","mt-Co1"
"Ldhb",2.08000399879627e-59,0.782196440919443,0.605,0.096,5.82359519582979e-55,"AT2","Ldhb"
"Secisbp2l",2.12657290526751e-58,0.885367939410919,0.675,0.143,5.95397882016798e-54,"AT2","Secisbp2l"
"Nkd1",4.63724300149929e-58,0.669283183768192,0.518,0.052,1.29833529555977e-53,"AT2","Nkd1"
"Acly",5.85076645028984e-58,0.86790733032044,0.743,0.227,1.63809759075215e-53,"AT2","Acly"
"Lpin2",1.46678488973146e-57,0.776659974714695,0.587,0.109,4.10670433427015e-53,"AT2","Lpin2"
"Phlda1",1.61954288644423e-57,1.05427468576361,0.674,0.14,4.53439617346656e-53,"AT2","Phlda1"
"Abhd2",3.44181448451572e-57,0.875403853132848,0.597,0.113,9.63639219374712e-53,"AT2","Abhd2"
"Bcam",4.66888508932127e-57,0.680222710734832,0.605,0.089,1.30719444730817e-52,"AT2","Bcam"
"Mtch1",6.30731171968254e-57,0.700987702293544,0.597,0.15,1.76592113527672e-52,"AT2","Mtch1"
"Myh14",2.56067594278855e-56,0.763496717153673,0.51,0.052,7.16938050461938e-52,"AT2","Myh14"
"Oaz2",2.83564825122122e-56,0.712423023821679,0.762,0.227,7.93924797376918e-52,"AT2","Oaz2"
"Yae1d1",3.65848668032198e-56,0.729802218025256,0.516,0.072,1.02430310075655e-51,"AT2","Yae1d1"
"Gstt1",1.38916548371083e-55,0.811014768968684,0.523,0.042,3.88938552129358e-51,"AT2","Gstt1"
"Neat1",4.36618690738694e-55,0.795985416241261,0.92,0.533,1.2224450103302e-50,"AT2","Neat1"
"Sparc",1.65348577532406e-54,0.423329198609127,0.564,0.097,4.62942947375229e-50,"AT2","Sparc"
"Bri3",2.03612480200739e-54,0.649174587272385,0.909,0.501,5.7007422206603e-50,"AT2","Bri3"
"Iah1",2.64798586595946e-54,0.818655313590022,0.679,0.187,7.41383082751329e-50,"AT2","Iah1"
"Clic3",2.9958096774438e-54,0.834075005136918,0.521,0.056,8.38766793490715e-50,"AT2","Clic3"
"Dstn1",1.50910117194063e-53,0.609704027766039,0.95,0.54,4.22518146119938e-49,"AT2","Dstn"
"Lrrk2",5.53430542503457e-52,0.801679541452609,0.575,0.092,1.54949483290118e-47,"AT2","Lrrk2"
"Acot1",4.42814681075532e-51,0.668252124322378,0.504,0.09,1.23979254407527e-46,"AT2","Acot1"
"mt-Nd51",7.50561428182116e-51,0.716042449356577,0.957,0.625,2.10142188662429e-46,"AT2","mt-Nd5"
"Dcxr",2.19243311539017e-50,0.643746198688124,0.609,0.154,6.13837423646941e-46,"AT2","Dcxr"
"Wls",1.20522061975035e-49,0.680876358370029,0.636,0.182,3.37437669117703e-45,"AT2","Wls"
"Cldn7",8.73305116470767e-49,0.699432416014366,0.506,0.057,2.44507966509485e-44,"AT2","Cldn7"
"Prdx61",1.26627225324488e-48,0.627843067851578,0.853,0.402,3.54530905463501e-44,"AT2","Prdx6"
"Nenf",1.04267856052478e-47,0.61797158275477,0.697,0.236,2.91929143375728e-43,"AT2","Nenf"
"Idi1",1.08966967443157e-47,0.73660591520718,0.503,0.076,3.05085715447351e-43,"AT2","Idi1"
"Tmem30a",2.03905032486863e-47,0.700702643035327,0.742,0.3,5.70893309956719e-43,"AT2","Tmem30a"
"Slc31a1",7.33568347632495e-47,0.675960702336702,0.513,0.097,2.05384465970146e-42,"AT2","Slc31a1"
"H1f0",1.39749430734184e-46,0.675678836128703,0.534,0.136,3.91270456169569e-42,"AT2","H1f0"
"Dag1",3.05535593658219e-46,0.692114286154212,0.542,0.11,8.55438555124281e-42,"AT2","Dag1"
"Serpinb6b",7.75209869091491e-46,0.650406349106297,0.525,0.083,2.17043259148236e-41,"AT2","Serpinb6b"
"Nrp1",1.57081097336242e-45,0.464301279733408,0.722,0.239,4.3979565632201e-41,"AT2","Nrp1"
"Pmvk",7.19471538446164e-45,0.910917686224621,0.57,0.123,2.01437641334157e-40,"AT2","Pmvk"
"Ahcyl2",1.03939380611839e-44,0.645009234920993,0.561,0.146,2.91009477837027e-40,"AT2","Ahcyl2"
"Swt1",1.85241898701897e-43,0.645660820672397,0.594,0.153,5.1864026798557e-39,"AT2","Swt1"
"Fdx1",1.99209484609713e-43,0.64620549387638,0.541,0.129,5.57746715010275e-39,"AT2","Fdx1"
"Ccz1",2.57955829088974e-43,0.575396259655608,0.607,0.213,7.22224730283308e-39,"AT2","Ccz1"
"Tsc22d1",4.98913394726065e-43,0.671416285044472,0.62,0.152,1.39685772255404e-38,"AT2","Tsc22d1"
"Ift20",8.52945309067238e-43,0.665042562019995,0.763,0.313,2.38807627632645e-38,"AT2","Ift20"
"Dbi2",1.32639471240422e-42,0.651630903405905,0.927,0.6,3.71363991578933e-38,"AT2","Dbi"
"Ctsh1",7.48563996269136e-42,0.787675092860525,0.933,0.592,2.09582947675433e-37,"AT2","Ctsh"
"Ndufc2",7.51433273159686e-42,0.631132729840934,0.849,0.451,2.10386287819249e-37,"AT2","Ndufc2"
"Tmem50b",1.03565959855259e-41,0.661784210524677,0.607,0.181,2.89963974402755e-37,"AT2","Tmem50b"
"Cebpa1",1.5828740058189e-40,0.669289214412821,0.652,0.209,4.43173064149175e-36,"AT2","Cebpa"
"Sepp1",2.237306811046e-40,0.349612585475634,0.922,0.523,6.26401160956658e-36,"AT2","Sepp1"
"Acsl5",5.64030753059932e-40,0.619242873358078,0.645,0.218,1.5791733024172e-35,"AT2","Acsl5"
"Cyb5b",6.72168804775656e-40,0.614531126847145,0.611,0.198,1.88193821961088e-35,"AT2","Cyb5b"
"Soat11",3.91334148578185e-38,0.713123580585978,0.733,0.282,1.0956573491892e-33,"AT2","Soat1"
"Arf6",1.60015026935358e-37,0.513785822434909,0.678,0.308,4.48010072413617e-33,"AT2","Arf6"
"mt-Nd11",1.8455090609272e-37,0.442977186118633,0.999,0.955,5.16705626878398e-33,"AT2","mt-Nd1"
"Rab9",2.31878300187957e-37,0.627752381073206,0.554,0.145,6.49212864866241e-33,"AT2","Rab9"
"Mgst12",2.91568530508557e-37,0.538704566651751,0.899,0.456,8.16333571717858e-33,"AT2","Mgst1"
"Nedd4",3.75819955392564e-37,0.576749948502336,0.553,0.114,1.0522207111081e-32,"AT2","Nedd4"
"App1",6.52668969535034e-37,0.475101042397863,0.883,0.458,1.82734258090419e-32,"AT2","App"
"Npc1",1.45487498672602e-36,0.542438981795734,0.523,0.158,4.07335898783552e-32,"AT2","Npc1"
"Anxa3",3.24852592746116e-36,0.54804120275913,0.65,0.223,9.09522289170575e-32,"AT2","Anxa3"
"Aplp21",5.27566603171917e-36,0.469329593991737,0.773,0.375,1.47708097556073e-31,"AT2","Aplp2"
"Ramp11",3.19290907933078e-35,0.442485566112745,0.749,0.367,8.93950684031033e-31,"AT2","Ramp1"
"Atp6v1g11",1.78732137213145e-33,0.413852137913651,0.928,0.662,5.00414237769362e-29,"AT2","Atp6v1g1"
"Azin1",2.78746140582691e-33,0.600199722333159,0.548,0.181,7.80433444403419e-29,"AT2","Azin1"
"Cited2",3.73365759105738e-33,0.642824195328278,0.553,0.16,1.04534945234425e-28,"AT2","Cited2"
"Fdps",3.88228604731147e-33,0.7928890304669,0.514,0.114,1.08696244752627e-28,"AT2","Fdps"
"mt-Co3",5.24110637905859e-33,0.351917784372096,0.999,0.988,1.46740496400882e-28,"AT2","mt-Co3"
"Csrp1",7.36985582266063e-33,0.544052127508439,0.55,0.149,2.06341223322852e-28,"AT2","Csrp1"
"Nucb21",2.13145292079348e-32,0.556674035352187,0.582,0.2,5.96764188763758e-28,"AT2","Nucb2"
"Siva1",2.38903800171022e-32,0.537645960442163,0.615,0.238,6.68882859718828e-28,"AT2","Siva1"
"Apoa1bp",5.77833737208736e-32,0.488191686214107,0.542,0.182,1.61781889743702e-27,"AT2","Apoa1bp"
"Lrg1",2.14341010429154e-31,0.673497660491096,0.58,0.21,6.00111960999545e-27,"AT2","Lrg1"
"Icam1",2.72097460299402e-31,0.592734093154592,0.548,0.16,7.61818469346266e-27,"AT2","Icam1"
"Cd81",5.55486463372945e-31,0.275801991671446,0.675,0.282,1.55525100015157e-26,"AT2","Cd81"
"Ctsc2",7.86747664141091e-31,0.544386973838391,0.912,0.519,2.20273611006223e-26,"AT2","Ctsc"
"Tmbim62",5.90888441841036e-30,0.428286093692557,0.936,0.66,1.65436945946653e-25,"AT2","Tmbim6"
"mt-Nd32",1.92915160377514e-29,0.516980343164596,0.974,0.762,5.40123866024964e-25,"AT2","mt-Nd3"
"Vimp",2.89665203750436e-28,0.470277628716803,0.753,0.392,8.11004637460471e-24,"AT2","Vimp"
"Higd1a",1.18241601449255e-27,0.456376462896401,0.704,0.354,3.31052835737625e-23,"AT2","Higd1a"
"Brd7",3.64856677127721e-27,0.54194552898108,0.586,0.206,1.02152572462219e-22,"AT2","Brd7"
"Anapc13",8.77718213759723e-27,0.464049309184938,0.773,0.421,2.45743545488447e-22,"AT2","Anapc13"
"mt-Atp81",2.77765628787055e-26,0.474989303294753,0.87,0.527,7.77688207477997e-22,"AT2","mt-Atp8"
"Iqgap12",3.35803715279894e-26,0.322480671545126,0.926,0.626,9.40183242040647e-22,"AT2","Iqgap1"
"Drap1",4.52927088722552e-26,0.419645392167141,0.597,0.262,1.2681052630054e-21,"AT2","Drap1"
"Rpl211",9.57599411469116e-26,0.287512064066357,0.998,0.962,2.68108683223123e-21,"AT2","Rpl21"
"Eif4h",3.00839407780209e-25,0.451807824771697,0.662,0.338,8.4229017390303e-21,"AT2","Eif4h"
"Sptbn1",7.94683129813959e-25,0.280467588766411,0.627,0.265,2.22495382685312e-20,"AT2","Sptbn1"
"Uqcr111",9.21353184202849e-25,0.42583167778912,0.929,0.649,2.57960464513114e-20,"AT2","Uqcr11"
"Hp1bp3",9.77129094956353e-25,0.418461130676488,0.527,0.207,2.7357660400588e-20,"AT2","Hp1bp3"
"Cyb5a2",1.4906628709382e-24,0.278872471947923,0.79,0.479,4.17355790605277e-20,"AT2","Cyb5a"
"Fkbp4",1.88021947221837e-24,0.46104647257269,0.643,0.273,5.264238478317e-20,"AT2","Fkbp4"
"Arl6ip11",2.36559031541409e-24,0.47560948440763,0.875,0.558,6.62317976509637e-20,"AT2","Arl6ip1"
"Ddt",4.5478772368758e-24,0.500900387195352,0.501,0.157,1.27331466878049e-19,"AT2","Ddt"
"Cers2",9.377466215992e-24,0.397569050446107,0.547,0.229,2.62550299115344e-19,"AT2","Cers2"
"Atp6v1a1",1.19719775390534e-23,0.360865339601266,0.572,0.268,3.35191427138417e-19,"AT2","Atp6v1a"
"Taok3",3.73182403668494e-23,0.408669441315332,0.631,0.3,1.04483609379105e-18,"AT2","Taok3"
"Dhrs31",3.9472623269308e-23,0.349673757005087,0.524,0.214,1.10515450629408e-18,"AT2","Dhrs3"
"Anxa41",4.34555014289156e-23,0.292336093589792,0.53,0.229,1.21666712900678e-18,"AT2","Anxa4"
"Stard3nl",6.18925509424619e-23,0.380084434351854,0.548,0.243,1.73286764128705e-18,"AT2","Stard3nl"
"Mrpl14",7.25081009958003e-23,0.386581858590021,0.668,0.35,2.03008181168042e-18,"AT2","Mrpl14"
"Malat12",7.30714357089355e-23,0.337812269591623,1,0.999,2.04585405697878e-18,"AT2","Malat1"
"Ndufa7",2.7528958867615e-22,0.385305774327625,0.893,0.63,7.70755790375485e-18,"AT2","Ndufa7"
"Romo11",3.68254996130717e-22,0.367877521297485,0.82,0.504,1.03104033816678e-17,"AT2","Romo1"
"Cnpy2",1.91849698837822e-21,0.376750717104768,0.587,0.275,5.37140786806134e-17,"AT2","Cnpy2"
"Tmem59",4.60261547793361e-21,0.365765796683556,0.798,0.505,1.28864028151185e-16,"AT2","Tmem59"
"Chd3",6.32313211585011e-21,0.3300554682962,0.505,0.194,1.77035052979571e-16,"AT2","Chd3"
"Aes",1.3661091889697e-20,0.34850139306905,0.652,0.349,3.82483250727738e-16,"AT2","Aes"
"Sod1",3.78888306337253e-20,0.429968515489925,0.719,0.346,1.06081148008304e-15,"AT2","Sod1"
"mt-Atp6",1.07067009405622e-19,0.263969988284178,1,0.989,2.99766212933861e-15,"AT2","mt-Atp6"
"Arpc1a",2.40471263051453e-19,0.314759521501231,0.601,0.321,6.73271442291457e-15,"AT2","Arpc1a"
"Emc6",4.20174892709289e-19,0.360514258470675,0.654,0.347,1.17640566460747e-14,"AT2","Emc6"
"Sypl",6.07468354128023e-19,0.279396874667167,0.568,0.289,1.70078989788764e-14,"AT2","Sypl"
"Lyz1",8.21954819531358e-19,2.41162487941346,0.504,0.169,2.3013091037239e-14,"AT2","Lyz1"
"Herpud1",9.08693812449745e-19,0.401666331302366,0.598,0.28,2.5441609360968e-14,"AT2","Herpud1"
"Mpc21",1.52850235178188e-18,0.345752019057257,0.758,0.438,4.2795008845189e-14,"AT2","Mpc2"
"Sptlc2",5.05670987972034e-18,0.379079848966065,0.505,0.209,1.4157776321241e-13,"AT2","Sptlc2"
"Ptms1",2.4035854481096e-17,0.281397874573505,0.662,0.333,6.72955853761725e-13,"AT2","Ptms"
"Fkbp21",6.06669487729166e-17,0.315979162468724,0.596,0.319,1.69855323174412e-12,"AT2","Fkbp2"
"Cox6c",1.10510248300163e-15,0.281302076227919,0.964,0.825,3.09406593190795e-11,"AT2","Cox6c"
"Luc7l2",1.33642760378281e-14,0.30848509706845,0.697,0.413,3.74173000507112e-10,"AT2","Luc7l2"
"Ptp4a11",3.10488189944203e-14,0.309540248575496,0.569,0.283,8.69304834205779e-10,"AT2","Ptp4a1"
"Ndufb2",6.39004525623722e-14,0.270230086155746,0.616,0.347,1.7890848708413e-09,"AT2","Ndufb2"
"Ddx17",1.23582955155243e-12,0.266980345048118,0.514,0.286,3.4600755784365e-08,"AT2","Ddx17"
"Aldh22",1.34485486268506e-11,0.252613021222138,0.773,0.443,3.76532464454562e-07,"AT2","Aldh2"
"Tmem2562",8.01676277431081e-11,0.250381909090239,0.799,0.531,2.24453324155154e-06,"AT2","Tmem256"
"Ndufb11",2.35422718261891e-10,0.259382599195895,0.813,0.549,6.59136526589643e-06,"AT2","Ndufb11"
"Eif4a22",9.13817334615666e-10,0.276218812696711,0.761,0.478,2.55850577345694e-05,"AT2","Eif4a2"
"Cd79a",5.72510195575189e-179,3.08892139933746,0.986,0.053,1.60291404557141e-174,"B cells","Cd79a"
"Ebf1",4.4667938376522e-172,2.7005869214111,0.945,0.046,1.25061293866586e-167,"B cells","Ebf1"
"Cd79b",5.38167795827755e-166,2.65445037312791,0.959,0.089,1.50676219475855e-161,"B cells","Cd79b"
"Ly6d",1.61084196900524e-149,2.67185046195237,0.916,0.058,4.51003534482087e-145,"B cells","Ly6d"
"Ms4a1",1.92146067605983e-132,2.24260392406713,0.802,0.026,5.3797056008323e-128,"B cells","Ms4a1"
"Cd743",8.74804072250992e-129,1.48123753089084,1,0.68,2.44927644148833e-124,"B cells","Cd74"
"Rps272",3.73252302893357e-119,0.937277782890096,1,0.998,1.04503179764082e-114,"B cells","Rps27"
"Fcmr",4.31244031773524e-115,2.13726053418365,0.741,0.024,1.20739704015951e-110,"B cells","Fcmr"
"H2-Eb12",8.88030969193873e-115,1.14924312692077,0.977,0.424,2.48630910754901e-110,"B cells","H2-Eb1"
"H2-Ab13",1.85066754423326e-114,1.22375579384921,0.984,0.505,5.18149899034427e-110,"B cells","H2-Ab1"
"H2-Aa3",9.12837870518258e-109,1.18077804416413,0.98,0.497,2.55576346987702e-104,"B cells","H2-Aa"
"H2-DMb2",2.53115524300892e-106,1.93116363913084,0.776,0.075,7.08672844937636e-102,"B cells","H2-DMb2"
"Gm43603",1.95254791534833e-96,1.83723675913109,0.666,0.026,5.46674365339225e-92,"B cells","Gm43603"
"Rpl13a2",1.67528077719772e-95,0.752017333819452,1,0.98,4.69045111999817e-91,"B cells","Rpl13a"
"Rps242",1.16970265966006e-94,0.721176829335176,1,0.973,3.27493350651624e-90,"B cells","Rps24"
"Rpl18a2",1.68099348077631e-93,0.724735651198359,1,0.984,4.70644554747751e-89,"B cells","Rpl18a"
"Rps201",8.81559813839844e-92,0.713830948770594,0.998,0.951,2.46819116678879e-87,"B cells","Rps20"
"Mef2c",9.26966480412987e-92,1.67577466359575,0.761,0.193,2.59532075186028e-87,"B cells","Mef2c"
"Ltb",1.65849844998297e-87,1.59007621835301,0.821,0.193,4.64346396026232e-83,"B cells","Ltb"
"Rps152",2.06325534125527e-86,0.656767287931503,1,0.965,5.7767023044465e-82,"B cells","Rps15"
"Ptprcap",4.73008866185711e-86,1.35221551200829,0.774,0.156,1.32433022354675e-81,"B cells","Ptprcap"
"Rps191",5.38684987627028e-84,0.596462705802981,1,0.97,1.50821022835815e-79,"B cells","Rps19"
"Cd37",5.91737951674658e-84,1.58422429738575,0.774,0.199,1.65674791709871e-79,"B cells","Cd37"
"Rpl172",1.10686693486674e-83,0.651459133317809,1,0.98,3.09900604423989e-79,"B cells","Rpl17"
"Rps132",1.98568111802512e-83,0.67485416516986,1,0.968,5.55950999424673e-79,"B cells","Rps13"
"Rpl122",1.14257500397479e-82,0.774605635645051,0.996,0.915,3.19898149612861e-78,"B cells","Rpl12"
"Rpl132",6.04793534199923e-81,0.620026000566981,0.998,0.968,1.69330093705294e-76,"B cells","Rpl13"
"Rps15a2",1.6632062028141e-80,0.654284878984188,1,0.967,4.65664472663891e-76,"B cells","Rps15a"
"Mzb1",4.52267314494919e-78,1.70161809956461,0.596,0.023,1.26625802712287e-73,"B cells","Mzb1"
"H2-Ob",3.86182109644403e-77,1.56599409250084,0.588,0.054,1.0812326705824e-72,"B cells","H2-Ob"
"Bank1",1.1317966049877e-76,1.66894097690232,0.588,0.026,3.16880413464456e-72,"B cells","Bank1"
"Rps211",2.27978827510401e-75,0.539294750108202,0.999,0.972,6.3829512126362e-71,"B cells","Rps21"
"Rpl27a2",3.87322032673954e-74,0.586882600987108,1,0.979,1.08442422708054e-69,"B cells","Rpl27a"
"Fau3",5.73305599777918e-72,0.564591961766977,1,0.996,1.60514101825822e-67,"B cells","Fau"
"Rps53",6.84977648192399e-72,0.606073316669353,0.999,0.957,1.91780041940908e-67,"B cells","Rps5"
"Rps163",2.71596694297994e-69,0.556327909375132,0.999,0.987,7.60416424695523e-65,"B cells","Rps16"
"Rps182",3.53449676718129e-67,0.600882501459156,1,0.951,9.89588404875416e-63,"B cells","Rps18"
"Rps72",5.61627514722406e-66,0.63759934926477,0.999,0.955,1.57244471571979e-61,"B cells","Rps7"
"Btg11",1.00740401677935e-65,0.82308999752318,0.954,0.835,2.82052976617881e-61,"B cells","Btg1"
"Rpl342",3.76124215945138e-65,0.520328911960189,0.999,0.977,1.0530725798032e-60,"B cells","Rpl34"
"Siglecg",6.11321463216428e-64,1.44827975988487,0.519,0.031,1.71157783271335e-59,"B cells","Siglecg"
"Rpl391",1.11001740471769e-63,0.546352022251044,0.999,0.982,3.1078267297286e-59,"B cells","Rpl39"
"Rpl92",1.52575173720232e-63,0.56455730823195,0.998,0.973,4.27179971381906e-59,"B cells","Rpl9"
"Rpl193",6.15573437849052e-63,0.575352325788757,1,0.965,1.72348251128977e-58,"B cells","Rpl19"
"Rpl231",7.74472299258626e-63,0.487033846086418,1,0.983,2.1683675434643e-58,"B cells","Rpl23"
"Rps3a12",1.22303369889878e-62,0.500404386936361,1,0.965,3.42424975017679e-58,"B cells","Rps3a1"
"Rpl82",5.04196221247257e-62,0.568666762118281,0.998,0.958,1.41164858024807e-57,"B cells","Rpl8"
"Rps102",1.25573005124438e-61,0.512947192365994,0.999,0.97,3.51579299747402e-57,"B cells","Rps10"
